# Longitude coordinate bin edges:
0,7.2,14.4,21.6,28.8,36,43.2,50.4,57.6,64.8,72,79.2,86.4,93.6,100.8,108,115.2,122.4,129.6,136.8,144,151.2,158.4,165.6,172.8,180,187.2,194.4,201.6,208.8,216,223.2,230.4,237.6,244.8,252,259.2,266.4,273.6,280.8,288,295.2,302.4,309.6,316.8,324,331.2,338.4,345.6,352.8,360
# Latitude coordinate bin edges:
-90,-81,-72,-63,-54,-45,-36,-27,-18,-9,0,9,18,27,36,45,54,63,72,81,90
# Data matrix:
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.66063,-3.2429,-2.81698,-2.38395,-1.94489,-1.50092,-1.05316,-0.602734,-0.150789,0.301536,0.753101,1.20276,1.64939,2.09184,2.52902,2.9598,3.38311,3.79787,4.20304,4.59759,4.98052,5.35088,5.70772,6.05014,6.37728,6.6883,6.98244,7.25893,7.51709,7.75626,7.97583,8.17526,8.35404,8.51171,8.64788,8.76221,8.8544,8.92423,8.97151,8.99613,8.99803,8.97719,8.93368,8.8676,8.77912,8.66846,8.53591,8.38179,8.2065,8.01048,7.79423
-5.17691,-4.58616,-3.98381,-3.37141,-2.75049,-2.12262,-1.48939,-0.852395,-0.213248,0.426437,1.06505,1.70096,2.33258,2.95831,3.57657,4.18579,4.78444,5.371,5.94399,6.50197,7.04352,7.56729,8.07193,8.55619,9.01883,9.45869,9.87466,10.2657,10.6308,10.969,11.2795,11.5616,11.8144,12.0374,12.23,12.3916,12.522,12.6208,12.6876,12.7225,12.7251,12.6957,12.6341,12.5407,12.4156,12.2591,12.0716,11.8536,11.6057,11.3285,11.0227
-6.3404,-5.61687,-4.87916,-4.12912,-3.36865,-2.59967,-1.82412,-1.04397,-0.261175,0.522276,1.30441,2.08325,2.85682,3.62318,4.38038,5.12652,5.85971,6.5781,7.27987,7.96325,8.62652,9.26799,9.88606,10.4791,11.0458,11.5845,12.0939,12.5728,13.02,13.4342,13.8145,14.16,14.4696,14.7427,14.9786,15.1766,15.3363,15.4572,15.5391,15.5818,15.585,15.549,15.4736,15.3591,15.2059,15.0142,14.7846,14.5177,14.2141,13.8746,13.5
-7.32126,-6.4858,-5.63396,-4.76789,-3.88978,-3.00184,-2.10631,-1.20547,-0.301579,0.603073,1.5062,2.40552,3.29877,4.18369,5.05803,5.9196,6.76621,7.59574,8.40607,9.19517,9.96105,10.7018,11.4154,12.1003,12.7546,13.3766,13.9649,14.5179,15.0342,15.5125,15.9517,16.3505,16.7081,17.0234,17.2958,17.5244,17.7088,17.8485,17.943,17.9923,17.9961,17.9544,17.8674,17.7352,17.5582,17.3369,17.0718,16.7636,16.413,16.021,15.5885
-8.18542,-7.25135,-6.29896,-5.33067,-4.3489,-3.35616,-2.35493,-1.34775,-0.337175,0.674256,1.68398,2.68946,3.68814,4.6775,5.65505,6.61831,7.56486,8.49229,9.39828,10.2805,11.1368,11.9649,12.7628,13.5285,14.26,14.9555,15.6132,16.2315,16.8087,17.3435,17.8345,18.2804,18.6802,19.0328,19.3373,19.5929,19.799,19.9552,20.0609,20.116,20.1202,20.0736,19.9763,19.8286,19.6307,19.3833,19.0869,18.7423,18.3503,17.912,17.4284
-8.96668,-7.94346,-6.90017,-5.83945,-4.76399,-3.67649,-2.5797,-1.47639,-0.369357,0.73861,1.84471,2.94615,4.04015,5.12395,6.1948,7.25,8.28689,9.30284,10.2953,11.2617,12.1997,13.1069,13.981,14.8198,15.6211,16.3829,17.1034,17.7807,18.413,18.9989,19.5367,20.0252,20.4631,20.8493,21.1829,21.4629,21.6888,21.8598,21.9756,22.0359,22.0406,21.9895,21.883,21.7211,21.5044,21.2333,20.9086,20.5311,20.1017,19.6216,19.0919
-9.68512,-8.57991,-7.45303,-6.30733,-5.14569,-3.97106,-2.78639,-1.59469,-0.398951,0.79779,1.99252,3.18221,4.36386,5.5345,6.69115,7.83089,8.95086,10.0482,11.1202,12.1641,13.1772,14.1571,15.1012,16.0072,16.8727,17.6956,18.4738,19.2053,19.8883,20.5211,21.1021,21.6297,22.1027,22.5199,22.8801,23.1826,23.4265,23.6113,23.7364,23.8015,23.8065,23.7514,23.6363,23.4615,23.2274,22.9346,22.5839,22.1761,21.7124,21.1937,20.6216
-10.3538,-9.17231,-7.96763,-6.74282,-5.50098,-4.24524,-2.97878,-1.70479,-0.426497,0.852874,2.13009,3.40193,4.66517,5.91662,7.15314,8.37158,9.56887,10.742,11.888,13.0039,14.087,15.1346,16.1439,17.1124,18.0377,18.9174,19.7493,20.5314,21.2615,21.938,22.5591,23.1231,23.6288,24.0748,24.4599,24.7833,25.044,25.2415,25.3753,25.4449,25.4503,25.3913,25.2683,25.0814,24.8311,24.5181,24.1432,23.7073,23.2115,22.6571,22.0454
-10.9819,-9.72871,-8.45095,-7.15184,-5.83467,-4.50276,-3.15947,-1.8082,-0.452368,0.904609,2.2593,3.60829,4.94816,6.27553,7.58705,8.8794,10.1493,11.3936,12.6091,13.7928,14.9416,16.0526,17.1232,18.1504,19.1318,20.0649,20.9473,21.7768,22.5513,23.2688,23.9275,24.5258,25.0621,25.5351,25.9436,26.2866,26.5632,26.7727,26.9145,26.9884,26.9941,26.9316,26.801,26.6028,26.3374,26.0054,25.6077,25.1454,24.6195,24.0315,23.3827
-11.5759,-10.255,-8.90808,-7.5387,-6.15028,-4.74632,-3.33037,-1.90601,-0.476838,0.953542,2.38151,3.80347,5.21582,6.61499,7.99745,9.35971,10.6983,12.0099,13.2912,14.5388,15.7498,16.921,18.0494,19.1322,20.1667,21.1503,22.0804,22.9548,23.7711,24.5274,25.2218,25.8524,26.4178,26.9164,27.347,27.7085,28.0001,28.2209,28.3704,28.4483,28.4543,28.3884,28.2508,28.0418,27.762,27.4121,26.9929,26.5056,25.9512,25.3314,24.6475
-12.1409,-10.7555,-9.34287,-7.90666,-6.45047,-4.97798,-3.49293,-1.99904,-0.500112,1.00008,2.49775,3.98911,5.47039,6.93786,8.3878,9.81655,11.2205,12.5961,13.9399,15.2485,16.5185,17.7469,18.9304,20.066,21.151,22.1826,23.1581,24.0751,24.9314,25.7246,26.4528,27.1143,27.7072,28.2302,28.6818,29.061,29.3667,29.5983,29.7551,29.8368,29.8431,29.774,29.6297,29.4105,29.117,28.75,28.3104,27.7993,27.2179,26.5678,25.8505
-12.6808,-11.2337,-9.75831,-8.25823,-6.73729,-5.19933,-3.64824,-2.08793,-0.52235,1.04455,2.60882,4.16649,5.71364,7.24636,8.76077,10.253,11.7194,13.1562,14.5597,15.9265,17.253,18.536,19.7721,20.9583,22.0915,23.169,24.1879,25.1457,26.04,26.8685,27.6291,28.3199,28.9392,29.4854,29.9571,30.3532,30.6726,30.9144,31.0782,31.1635,31.1701,31.0979,30.9472,30.7183,30.4118,30.0284,29.5693,29.0354,28.4282,27.7491,27
-13.1986,-11.6924,-10.1568,-8.59544,-7.0124,-5.41164,-3.79721,-2.17319,-0.543679,1.08721,2.71534,4.33662,5.94695,7.54225,9.1185,10.6717,12.198,13.6934,15.1543,16.5768,17.9575,19.2929,20.5795,21.8141,22.9936,24.115,25.1755,26.1724,27.1032,27.9656,28.7573,29.4763,30.1209,30.6894,31.1804,31.5926,31.925,32.1768,32.3472,32.436,32.4428,32.3677,32.2108,31.9726,31.6536,31.2546,30.7767,30.221,29.589,28.8822,28.1025
-13.6968,-12.1338,-10.5402,-8.91991,-7.27711,-5.61592,-3.94055,-2.25523,-0.564202,1.12825,2.81784,4.50032,6.17144,7.82696,9.46271,11.0746,12.6584,14.2103,15.7263,17.2026,18.6354,20.0212,21.3563,22.6375,23.8616,25.0253,26.1259,27.1604,28.1264,29.0213,29.8428,30.589,31.2579,31.8479,32.3574,32.7852,33.1301,33.3914,33.5683,33.6604,33.6675,33.5896,33.4268,33.1795,32.8485,32.4344,31.9384,31.3618,30.7059,29.9725,29.1633
-14.1776,-12.5597,-10.9101,-9.23299,-7.53252,-5.81303,-4.07886,-2.33438,-0.584005,1.16785,2.91675,4.65828,6.38804,8.10167,9.79484,11.4633,13.1027,14.7091,16.2783,17.8064,19.2895,20.7239,22.1059,23.4321,24.6991,25.9037,27.0429,28.1137,29.1136,30.0399,30.8903,31.6626,32.355,32.9657,33.4931,33.9359,34.293,34.5634,34.7465,34.8419,34.8492,34.7685,34.6,34.3441,34.0014,33.5728,33.0594,32.4625,31.7837,31.0245,30.1869
-14.6425,-12.9716,-11.2679,-9.53579,-7.77956,-6.00367,-4.21263,-2.41094,-0.603158,1.20615,3.0124,4.81105,6.59754,8.36737,10.1161,11.8392,13.5324,15.1915,16.8121,18.3903,19.9221,21.4035,22.8309,24.2006,25.5091,26.7532,27.9297,29.0357,30.0684,31.025,31.9033,32.701,33.4161,34.0468,34.5915,35.0488,35.4176,35.6969,35.886,35.9845,35.9921,35.9088,35.7347,35.4704,35.1165,34.6739,34.1436,33.5272,32.826,32.0419,31.1769
-15.0932,-13.3708,-11.6147,-9.82926,-8.01898,-6.18845,-4.34228,-2.48514,-0.621721,1.24327,3.10511,4.95912,6.80059,8.62489,10.4274,12.2036,13.9489,15.659,17.3296,18.9563,20.5352,22.0622,23.5335,24.9454,26.2942,27.5766,28.7893,29.9293,30.9937,31.9799,32.8852,33.7075,34.4446,35.0947,35.6561,36.1275,36.5076,36.7955,36.9905,37.092,37.0998,37.0139,36.8345,36.562,36.1972,35.741,35.1945,34.559,33.8363,33.0281,32.1364
-15.5307,-13.7585,-11.9514,-10.1142,-8.25147,-6.36786,-4.46817,-2.55719,-0.639745,1.27931,3.19514,5.10289,6.99775,8.87494,10.7297,12.5574,14.3533,16.113,17.832,19.5059,21.1306,22.7019,24.2158,25.6686,27.0565,28.3761,29.624,30.797,31.8923,32.907,33.8386,34.6847,35.4432,36.1121,36.6899,37.1749,37.5661,37.8623,38.0629,38.1674,38.1754,38.087,37.9024,37.622,37.2467,36.7772,36.2148,35.5609,34.8172,33.9856,33.0681
-15.9563,-14.1355,-12.2789,-10.3914,-8.47758,-6.54235,-4.5906,-2.62726,-0.657276,1.31437,3.28269,5.24272,7.18951,9.11813,11.0237,12.9015,14.7466,16.5545,18.3206,20.0404,21.7096,23.3239,24.8794,26.3719,27.7979,29.1536,30.4357,31.6409,32.7662,33.8087,34.7658,35.6351,36.4144,37.1017,37.6952,38.1936,38.5954,38.8998,39.1059,39.2132,39.2215,39.1307,38.941,38.653,38.2673,37.785,37.2072,36.5354,35.7713,34.9169,33.9743
#
